discount,gender,age,marital_status,education,city_level,purchase_power,original_unit_price
1,Female,26-35,Unknown,,4,,128
1,Female,16-25,Single,3,5,2,78
1,Female,16-25,Single,3,5,2,78
1,Female,36-45,Married,3,3,2,298
1,Female,36-45,Married,3,3,2,298
1,Female,26-35,Married,3,2,2,139
1,Female,26-35,Single,3,1,2,69
,Female,16-25,Unknown,,3,,0
,Female,16-25,Unknown,,3,,0
1,Male,26-35,Married,3,,3,78
1,Female,46-55,Unknown,,2,,139
1,Female,26-35,Single,3,4,3,168
1,Female,16-25,Single,3,3,2,109
1,Female,36-45,Single,3,3,2,94.9
1,Female,36-45,Single,3,3,2,69.9
,Male,16-25,Married,3,4,3,88
,Female,26-35,Married,3,4,2,0
1,Male,26-35,Single,3,5,2,188
1,Male,26-35,Married,3,5,2,139
1,Female,16-25,Single,2,3,3,61
1,Female,16-25,Single,3,1,2,200
1,Female,26-35,Single,3,2,2,148
1,Female,26-35,Unknown,,3,,79.9
1,Female,26-35,Unknown,,3,,28
1,Female,36-45,Married,3,1,2,89
,Female,26-35,Married,2,1,2,68
1,Female,16-25,Married,3,2,2,89
1,Female,26-35,Single,3,2,2,168
,Female,26-35,Single,3,2,1,69
,Female,36-45,Single,3,1,3,0
1,Female,36-45,Single,3,1,3,178
1,Female,26-35,Married,4,2,2,139
1,Male,16-25,Single,3,1,2,78
1,Male,16-25,Single,3,1,2,78
1,Female,26-35,Married,3,2,3,79.9
1,Male,36-45,Married,3,1,2,99
,Female,26-35,Married,3,2,2,0
1,Female,26-35,Single,3,3,2,69.9
,Female,26-35,Single,1,1,3,102
1,Female,16-25,Single,2,2,2,89
,Female,26-35,Single,3,1,2,125
1,Female,16-25,Single,3,2,3,65
1,Female,16-25,Single,3,3,3,70
,Female,26-35,Married,1,2,2,59
1,Female,16-25,Married,3,,3,330
1,Female,26-35,Single,3,3,2,109
1,Female,36-45,Unknown,,3,,85
1,Male,36-45,Single,4,2,2,78
1,Female,26-35,Unknown,3,4,,109
1,Female,26-35,Married,3,1,2,245
1,Male,26-35,Married,3,3,2,79.9
1,Female,26-35,Married,3,1,2,78
,Female,26-35,Single,2,2,3,88
,Male,26-35,Married,4,2,2,0
1,Male,16-25,Single,3,3,2,298
1,Female,26-35,Married,2,3,2,198
,Female,26-35,Married,2,3,2,0
1,Male,26-35,Single,3,2,2,139
1,Female,26-35,Married,3,,2,78
1,Male,26-35,Single,3,3,2,78
1,Female,>=56,Married,,2,4,69
1,Female,36-45,Married,3,1,2,148
1,Female,16-25,Single,3,2,3,66
,Male,26-35,Married,2,1,2,0
,Female,26-35,Single,3,1,2,185
,Female,26-35,Unknown,,3,,69
1,Female,36-45,Single,2,3,3,129
1,Male,26-35,Single,3,2,2,139.9
1,Female,26-35,Married,4,2,2,170
1,Female,36-45,Married,3,1,2,298
1,Female,>=56,Married,2,1,2,330
,Female,16-25,Married,,,4,0
,Female,16-25,Married,,,4,0
1,Female,36-45,Married,2,2,3,298
,Female,26-35,Single,2,4,3,55
,Female,16-25,Single,1,2,2,68
1,Female,46-55,Single,4,1,2,119
1,Male,26-35,Single,3,2,2,78
,Female,26-35,Married,3,2,2,58
1,Male,16-25,Married,2,3,2,170
1,Male,26-35,Single,2,4,2,298
1,Female,36-45,Single,3,1,3,89
1,Male,26-35,Single,3,2,2,69
1,Female,26-35,Single,2,2,2,49
1,Female,16-25,Single,2,1,2,139
1,Female,36-45,Married,3,3,2,156
1,Male,26-35,Single,4,2,2,78
1,Female,16-25,Single,3,1,2,89
1,Female,26-35,Married,4,2,2,200
1,Female,26-35,Married,4,2,2,0
1,Male,16-25,Single,2,2,2,85
1,Female,36-45,Single,3,4,2,118
1,Female,36-45,Single,3,4,2,78
,Male,16-25,Single,3,4,1,65
1,Male,46-55,Married,,2,,126
1,Male,46-55,Married,,2,,126
1,Female,26-35,Single,3,2,2,28
1,Male,36-45,Married,3,2,2,99
,Female,46-55,Married,2,4,3,0
,Female,46-55,Married,3,1,2,260
1,Female,26-35,Single,2,2,2,99
1,Female,36-45,Married,4,2,2,79
1,Female,26-35,Single,2,3,3,158
1,Male,26-35,Married,3,1,2,159
1,Female,26-35,Married,4,1,2,78
,Female,>=56,Unknown,,2,,95
1,Female,16-25,Unknown,,4,,59
1,Female,36-45,Married,2,3,3,78
1,Female,26-35,Single,2,2,3,89
1,Female,36-45,Single,3,1,2,65
1,Female,16-25,Married,3,1,2,49
,Female,46-55,Single,,3,4,0
,Female,46-55,Single,,3,4,69
1,Male,26-35,Single,2,2,2,79
1,Female,16-25,Single,3,2,3,69.9
1,Female,26-35,Married,3,2,3,69
1,Male,36-45,Married,4,2,2,191
,Female,36-45,Unknown,,2,,45
,Female,36-45,Married,,3,,49
1,Male,26-35,Single,3,,2,238
1,Female,46-55,Married,2,1,2,129
,Female,46-55,Married,2,1,2,0
,Male,16-25,Single,2,4,3,77
,Female,36-45,Married,2,1,2,0
,Male,26-35,Single,2,2,2,0
,Female,16-25,Married,,3,2,79
1,Female,26-35,Single,3,2,2,79
1,Female,26-35,Single,3,2,3,98
,Female,36-45,Single,3,4,2,138
,Female,36-45,Single,3,4,2,0
1,Female,26-35,Unknown,,1,,93.5
,Male,26-35,Single,3,2,2,188
1,Male,16-25,Single,2,2,3,69.9
1,Male,26-35,Single,3,4,1,198
1,Female,26-35,Married,4,1,2,129
,Female,26-35,Single,2,1,3,78
1,Female,26-35,Single,4,3,2,99
,Female,26-35,Single,4,3,2,0
1,Female,36-45,Single,4,1,2,188.9
,Female,36-45,Married,1,2,2,0
1,Female,26-35,Married,3,3,2,78
1,Female,26-35,Married,3,3,2,139.9
1,Female,26-35,Married,3,3,2,139
1,Female,16-25,Single,3,3,2,78
1,Male,16-25,Single,3,2,2,230
1,Male,16-25,Single,3,2,2,99
1,Female,16-25,Unknown,,2,,69
1,Female,>=56,Married,3,3,2,268
1,Female,26-35,Married,4,1,2,75
1,Female,26-35,Single,3,2,3,162.9
,Male,16-25,Single,3,2,3,20.8
,Female,16-25,Single,1,2,1,0
,Female,16-25,Single,1,2,1,59
1,Male,36-45,Single,2,,2,100
1,Female,46-55,Unknown,,4,,66
1,Male,16-25,Single,2,4,3,79
1,Male,26-35,Married,3,1,2,180
,Male,26-35,Married,3,1,2,0
1,Female,26-35,Single,3,2,3,100
,Female,16-25,Unknown,,3,,0
,Female,16-25,Unknown,,3,,0
1,Female,16-25,Married,3,1,3,69.9
,Female,16-25,Married,2,4,3,0
1,Female,36-45,Married,4,1,2,79.9
,Female,36-45,Married,3,2,2,209
1,Female,16-25,Single,2,2,2,238
1,Female,16-25,Single,2,4,2,89
,Female,16-25,Single,2,4,2,0
1,Male,16-25,Single,3,2,3,49
,Male,16-25,Single,3,2,3,0
1,Male,16-25,Single,3,2,3,65
,Male,16-25,Single,3,2,3,0
,Male,16-25,Single,3,2,3,0
,Male,16-25,Single,3,2,3,0
,Male,16-25,Single,3,2,3,0
,Male,16-25,Single,3,2,3,0
1,Male,16-25,Single,3,2,3,69
,Female,16-25,Single,2,,2,99
1,Female,26-35,Unknown,,4,,0
1,Female,26-35,Married,,1,3,128
,Female,46-55,Married,4,4,2,0
1,Female,46-55,Married,4,4,2,230
1,Male,26-35,Single,2,1,2,89
,Female,36-45,Married,3,1,2,0
1,Female,36-45,Married,3,1,2,298
,Male,26-35,Married,3,1,2,0
1,Female,26-35,Single,2,,3,115
1,Female,26-35,Single,2,,3,80
1,Male,36-45,Single,3,3,2,65
1,Female,26-35,Single,3,4,3,189
1,Female,16-25,Single,3,2,2,78
1,Female,26-35,Married,2,,2,159
1,Male,26-35,Married,2,4,2,69
1,Male,26-35,Single,4,3,2,300
,Female,16-25,Single,3,3,2,0
,Female,16-25,Single,3,3,2,0
,Female,16-25,Single,3,3,2,0
1,Female,16-25,Single,3,1,2,69
1,Female,26-35,Married,3,1,2,250
1,Female,26-35,Single,3,4,2,85
1,Female,46-55,Married,3,1,2,127.9
1,Male,16-25,Single,3,4,3,118
1,Male,26-35,Single,3,1,1,0
,Female,36-45,Married,2,4,2,0
1,Female,26-35,Married,3,2,2,78
1,Female,26-35,Married,3,2,2,78
1,Female,16-25,Married,3,4,3,79.9
1,Female,36-45,Married,1,1,3,139
1,Female,46-55,Married,3,1,3,139.9
1,Female,16-25,Single,3,4,3,95
1,Female,26-35,Married,3,1,3,75
1,Female,26-35,Single,2,4,2,85
1,Male,26-35,Single,4,2,2,139.9
1,Male,26-35,Single,4,2,2,79.9
1,Male,>=56,Unknown,,2,,59.9
,Male,36-45,Married,4,1,2,0
,Female,46-55,Married,3,3,3,69
,Female,16-25,Single,,,3,58
1,Female,16-25,Single,,3,4,57
,Female,16-25,Single,,3,4,57
,Female,16-25,Unknown,,2,,190
1,Female,16-25,Single,3,2,2,79
1,Female,26-35,Single,2,2,2,245
1,Female,26-35,Married,2,5,2,139
1,Female,26-35,Married,2,5,2,98
1,Male,36-45,Married,3,4,2,129
1,Male,36-45,Married,3,4,2,55
,Female,26-35,Single,,1,3,0
1,Female,16-25,Single,3,3,2,76
,Male,26-35,Single,2,3,2,0
,Male,26-35,Single,2,3,2,0
,Male,26-35,Single,2,3,2,0
1,Female,36-45,Married,3,2,2,191
1,Female,46-55,Single,2,1,3,78
1,Male,26-35,Married,2,2,2,119
1,Female,36-45,Married,3,4,2,39
1,Female,36-45,Married,3,2,2,245
1,Female,16-25,Single,3,2,2,78
1,Male,26-35,Married,3,2,4,59.9
,Female,36-45,Married,3,4,2,119
1,Female,26-35,Married,3,2,2,215
1,Male,46-55,Married,4,1,2,89
,Male,36-45,Married,3,2,2,79
1,Female,36-45,Single,2,3,3,0
1,Male,26-35,Unknown,,1,,298
1,Male,26-35,Single,3,3,2,99
1,Female,26-35,Single,1,2,3,85
1,Male,26-35,Married,3,3,3,48
1,Female,26-35,Single,3,3,2,330
1,Male,26-35,Single,2,,3,139
1,Male,36-45,Married,4,4,3,36
,Female,>=56,Single,,,4,69
1,Female,26-35,Married,3,4,3,247
1,Female,26-35,Married,3,2,2,69.9
1,Female,26-35,Married,3,2,2,139
,Female,26-35,Married,3,2,1,0
,Female,26-35,Married,3,2,1,0
,Female,16-25,Single,3,4,2,77
1,Female,16-25,Single,3,4,2,298
1,Female,26-35,Married,2,4,2,98
1,Female,36-45,Single,2,4,2,149
1,Female,16-25,Single,3,,2,139
1,Female,16-25,Unknown,,,,99
1,Female,46-55,Married,2,3,2,188
1,Female,26-35,Single,3,1,2,58
1,Female,26-35,Single,3,2,3,168
,Female,36-45,Married,3,3,,38
1,Female,16-25,Married,3,3,2,198
,Female,26-35,Married,,2,4,0
,Female,26-35,Married,3,3,2,0
,Female,26-35,Single,3,1,2,58
1,Male,26-35,Married,3,2,2,59
,Male,26-35,Married,3,4,2,0
1,Male,26-35,Married,3,4,2,178
,Female,26-35,Single,3,1,3,250
1,Female,26-35,Married,3,2,3,59
1,Female,26-35,Married,3,2,3,78
1,Female,26-35,Married,3,2,2,79
1,Female,46-55,Married,3,4,2,149
1,Female,16-25,Single,3,3,2,188
,Female,36-45,Single,3,2,2,145
1,Female,36-45,Single,2,4,3,59.9
1,Female,16-25,Single,3,3,2,99
1,Male,26-35,Single,4,4,2,80
1,Male,26-35,Single,4,1,2,69.9
1,Male,26-35,Single,4,1,2,59.9
,Female,26-35,Married,4,1,2,0
1,Female,26-35,Married,3,2,2,16
1,Female,>=56,Single,3,,2,99
,Female,16-25,Single,2,2,2,0
1,Female,16-25,Single,3,,3,65
1,Female,16-25,Single,3,,3,69
1,Female,16-25,Single,3,,3,69
1,Male,26-35,Married,3,4,2,0
1,Female,16-25,Single,2,3,3,79
1,Female,46-55,Unknown,,2,,298
1,Female,36-45,Married,2,3,3,209
1,Female,16-25,Single,3,2,3,59
,Female,26-35,Married,4,1,2,260
1,Female,26-35,Single,3,2,2,85
1,Male,16-25,Single,4,3,2,249
1,Female,46-55,Married,3,2,2,109
1,Female,36-45,Unknown,2,4,,138
,Female,36-45,Unknown,2,4,,0
1,Male,26-35,Single,4,1,2,69
1,Female,36-45,Married,3,1,3,59
1,Female,36-45,Married,3,1,3,59
,Female,26-35,Married,2,2,3,78
,Female,16-25,Married,2,4,3,39.9
1,Female,36-45,Married,3,1,1,89
1,Male,26-35,Single,3,2,2,268
,Female,16-25,Married,2,3,2,0
,Female,16-25,Single,,5,4,0
,Female,16-25,Unknown,,,,0
1,Female,36-45,Single,2,,2,85
,Female,36-45,Single,2,,2,0
1,Female,46-55,Married,3,3,2,149
,Female,36-45,Single,1,3,2,108
1,Female,26-35,Married,3,2,2,169
1,Female,26-35,Married,3,2,2,169
1,Female,16-25,Single,2,2,2,97
1,Female,26-35,Single,2,2,2,59.9
,Female,26-35,Single,3,1,3,0
1,Female,36-45,Married,3,1,3,68
1,Female,36-45,Married,3,1,2,89
1,Female,26-35,Married,4,,2,150
,Female,16-25,Single,2,2,2,79
1,Female,26-35,Married,3,3,2,99
,Female,26-35,Married,3,3,2,0
1,Female,36-45,Single,3,2,2,69.9
1,Female,>=56,Married,3,,1,159
1,Male,26-35,Single,3,2,2,59.9
,Female,26-35,Single,2,1,2,158
,Female,16-25,Married,3,4,2,49
,Female,16-25,Married,3,4,2,0
1,Male,16-25,Single,3,1,2,61
1,Female,26-35,Single,3,1,2,298
1,Female,36-45,Unknown,,1,,85
1,Female,16-25,Single,2,3,3,119
1,Female,36-45,Single,,2,4,298
,Female,>=56,Married,3,1,2,0
,Male,36-45,Married,3,4,2,69
1,Female,16-25,Unknown,,,,39
1,Female,26-35,Single,3,4,2,298
,Female,26-35,Single,2,3,2,145
1,Female,26-35,Single,3,,3,99
1,Male,26-35,Single,3,,2,85
,Female,16-25,Unknown,,4,,0
1,Female,26-35,Married,2,2,2,245
1,Male,36-45,Married,4,,2,69
1,Female,16-25,Unknown,,2,,79
1,Female,36-45,Single,2,2,2,68
,Male,46-55,Unknown,,2,,0
1,Female,16-25,Single,3,2,3,0
1,Male,46-55,Married,3,,1,200
1,Female,16-25,Single,3,2,2,139
1,Female,26-35,Single,2,4,3,69.9
,Female,26-35,Married,3,2,2,115
1,Female,26-35,Married,3,2,2,195
1,Female,16-25,Single,3,5,2,99
1,Female,26-35,Single,3,1,2,59
1,Female,46-55,Single,3,4,3,59
1,Female,26-35,Single,3,3,2,138
1,Female,36-45,Unknown,,2,,59
1,Male,26-35,Married,4,2,2,48
,Female,26-35,Married,3,4,2,0
,Female,16-25,Single,3,2,3,0
1,Female,36-45,Married,4,2,2,49
1,Female,26-35,Married,2,2,2,78
1,Female,26-35,Married,2,2,2,78
1,Female,26-35,Single,3,2,2,69.9
,Female,26-35,Unknown,3,3,,35
1,Female,36-45,Married,3,2,1,199
1,Female,36-45,Married,2,,3,65
,Male,16-25,Single,2,4,2,49
1,Male,16-25,Single,4,2,2,78
,Male,36-45,Single,3,1,2,65
,Female,26-35,Married,2,3,3,98
,Male,26-35,Single,2,4,3,0
,Male,26-35,Single,2,4,3,0
,Female,16-25,Married,3,4,2,0
1,Female,36-45,Married,3,1,2,79.9
1,Female,26-35,Married,4,4,3,59
1,Female,36-45,Single,2,2,3,59
,Male,26-35,Single,3,3,2,0
1,Male,26-35,Single,3,3,2,298
1,Female,26-35,Single,3,2,3,178
1,Male,36-45,Married,3,4,2,69
1,Female,26-35,Married,3,2,2,97
1,Female,26-35,Unknown,,4,,119
1,Female,16-25,Married,3,2,2,109
1,Female,36-45,Married,3,2,3,39
1,Female,36-45,Married,3,2,3,39
1,Female,16-25,Single,2,3,2,78
1,Female,36-45,Married,4,1,2,78
,Male,46-55,Married,3,4,2,0
,Female,26-35,Married,3,3,3,127
1,Female,26-35,Married,3,2,2,139.9
,Female,16-25,Unknown,,,,68
1,Male,26-35,Single,3,5,2,148
1,Male,16-25,Single,3,4,3,139
1,Female,16-25,Single,,1,4,129
,Female,26-35,Unknown,,4,,57
,Female,16-25,Single,2,1,3,0
,Female,26-35,Single,3,2,2,0
1,Male,36-45,Married,4,4,2,59.9
1,Female,26-35,Single,4,3,3,65
1,Female,36-45,Single,2,2,3,158
1,Female,16-25,Single,3,1,2,78
,Female,16-25,Single,3,2,2,0
1,Female,46-55,Married,,4,4,89
1,Female,26-35,Married,3,2,2,400
,Female,36-45,Married,2,1,3,0
1,Female,26-35,Single,2,2,3,245
1,Female,36-45,Unknown,,4,,150
1,Female,26-35,Married,4,1,1,69
1,Female,26-35,Married,3,4,2,68
1,Female,26-35,Unknown,,2,,298
1,Female,26-35,Unknown,,2,,42.8
1,Female,16-25,Single,,2,2,159
1,Female,16-25,Single,,2,2,88
1,Female,>=56,Married,2,3,3,78
1,Female,26-35,Single,2,2,3,198
1,Female,26-35,Unknown,3,1,,208
,Female,26-35,Married,3,4,2,0
1,Female,16-25,Single,3,3,3,0
1,Female,16-25,Single,3,3,3,79
1,Female,16-25,Single,3,3,3,139
1,Female,26-35,Unknown,2,4,,198
1,Female,16-25,Single,,4,3,59.9
1,Female,26-35,Married,3,2,2,78
1,Male,26-35,Single,3,1,2,78
1,Male,26-35,Single,3,1,2,195
1,Female,26-35,Married,2,4,3,95
1,Female,26-35,Unknown,,,,79
1,Female,36-45,Single,2,3,3,159
1,Female,26-35,Married,,3,4,97.5
1,Male,26-35,Married,,3,3,158
,Male,16-25,Single,3,1,2,76
1,Female,16-25,Single,3,,2,299
1,Female,16-25,Single,3,2,2,230
1,Female,26-35,Single,3,2,1,55
,Female,26-35,Single,3,2,1,55
1,Female,16-25,Single,3,4,3,69
1,Female,16-25,Single,3,4,3,69
,Female,16-25,Single,3,1,3,0
,Female,16-25,Single,3,1,3,0
1,Female,16-25,Single,2,1,3,68
,Female,46-55,Married,3,,3,0
1,Female,36-45,Single,4,1,2,16
1,Female,26-35,Single,3,2,2,368
1,Female,26-35,Married,2,3,3,119
1,Female,16-25,Single,3,2,2,59.9
,Female,16-25,Single,3,2,2,78
1,Male,>=56,Married,,2,,119
1,Female,26-35,Married,2,2,,69
,Female,26-35,Married,2,2,,0
,Female,46-55,Unknown,,3,,29
1,Female,36-45,Single,,,4,79
1,Male,16-25,Married,3,2,3,139
1,Female,46-55,Married,2,3,2,166
1,Male,36-45,Married,4,1,2,269
1,Female,16-25,Single,3,4,2,78
1,Female,16-25,Single,3,4,2,65
1,Female,16-25,Single,3,4,2,93.5
1,Female,16-25,Single,3,4,2,139
1,Female,16-25,Married,,2,,78
1,Female,36-45,Married,3,2,2,49
1,Female,16-25,Married,,2,4,69
1,Female,16-25,Married,,2,4,69
1,Female,>=56,Married,,1,3,159
1,Female,26-35,Single,3,4,2,79
1,Male,36-45,Married,3,2,2,58
,Female,>=56,Single,3,1,2,0
1,Female,>=56,Single,3,1,2,298
1,Female,26-35,Married,3,2,2,298
1,Female,26-35,Married,3,2,2,298
1,Male,26-35,Married,3,3,2,69
1,Male,26-35,Married,3,3,2,126
1,Female,26-35,Married,3,2,2,298
,Female,26-35,Married,3,1,2,165
1,Female,26-35,Married,2,2,1,198
,Female,26-35,Married,2,2,1,0
1,Male,16-25,Single,3,2,2,93.5
1,Male,16-25,Single,3,2,2,330
1,Female,26-35,Single,2,4,3,268
1,Male,26-35,Single,3,1,2,59.9
,Female,26-35,Single,3,3,3,120
1,Female,26-35,Single,4,2,2,336
1,Female,16-25,Single,3,3,3,138
,Female,16-25,Single,3,3,3,0
1,Female,26-35,Single,3,,3,215
,Female,36-45,Married,2,3,2,88
,Female,36-45,Married,3,4,2,0
1,Male,26-35,Married,3,3,2,298
,Female,26-35,Married,,2,3,0
,Male,16-25,Single,3,3,2,0
1,Male,36-45,Married,4,2,2,69
1,Female,36-45,Married,4,1,2,79
,Female,26-35,Single,3,2,2,48
,Female,36-45,Married,3,2,2,59
,Female,36-45,Married,3,1,2,0
1,Female,36-45,Married,2,2,2,79.9
,Female,46-55,Single,3,2,2,208
1,Female,26-35,Single,2,2,3,78
1,Female,26-35,Single,2,3,2,129
1,Female,26-35,Single,2,3,2,0
1,Female,26-35,Married,3,2,2,49
,Female,16-25,Single,,,3,88
1,Female,26-35,Married,3,2,2,298
1,Male,26-35,Single,3,1,2,139.9
1,Male,26-35,Married,3,2,2,148
1,Female,16-25,Married,3,2,2,69
1,Female,36-45,Married,2,1,2,79.9
1,Female,16-25,Single,3,1,2,198
1,Female,26-35,Single,3,,1,0
1,Female,36-45,Married,3,,3,69.9
1,Male,26-35,Single,2,3,2,178
1,Male,36-45,Married,4,1,3,68
1,Male,26-35,Single,3,3,2,250
,Male,16-25,Single,2,3,3,0
1,Female,16-25,Single,3,5,2,188
1,Female,26-35,Married,3,4,2,78
1,Male,16-25,Single,3,2,2,59.9
,Male,16-25,Single,3,2,2,69
1,Male,36-45,Single,3,2,1,298
,Male,16-25,Married,3,4,1,0
1,Female,16-25,Married,2,,2,150
1,Female,16-25,Married,2,3,2,118
1,Female,>=56,Unknown,,2,,128
,Female,>=56,Unknown,,2,,0
,Male,26-35,Married,2,3,2,129
,Male,26-35,Married,2,3,2,0
,Female,26-35,Single,2,2,2,88
1,Female,26-35,Married,2,1,2,78
,Male,26-35,Married,2,2,4,70
1,Female,16-25,Unknown,,2,,79
,Male,16-25,Unknown,,2,,0
1,Male,46-55,Married,4,2,3,49
1,Female,16-25,Single,3,1,2,59
1,Female,36-45,Unknown,,3,,89
1,Female,36-45,Married,3,4,2,69.9
1,Male,26-35,Single,3,,3,34.9
,Female,16-25,Single,2,2,1,0
1,Female,16-25,Single,3,2,2,119
1,Female,16-25,Single,3,1,2,158
1,Female,16-25,Single,3,1,2,100
1,Male,26-35,Unknown,,3,,78
1,Female,16-25,Single,3,3,3,109
1,Male,46-55,Single,4,3,2,89
,Female,26-35,Single,2,2,2,59
,Female,26-35,Single,2,2,2,39
1,Female,26-35,Single,3,2,3,188
1,Female,16-25,Single,3,2,2,299
1,Female,36-45,Married,4,1,2,0
1,Male,26-35,Married,3,4,2,0
1,Female,16-25,Single,3,1,2,99
1,Female,26-35,Married,3,2,2,79
1,Female,16-25,Single,3,3,2,69
,Female,26-35,Single,3,3,3,0
,Male,26-35,Married,3,1,2,69
,Male,26-35,Married,3,1,2,0
1,Male,26-35,Single,3,2,2,109
1,Male,26-35,Single,3,2,2,109
1,Female,26-35,Married,2,3,3,79
1,Female,16-25,Single,3,2,2,139
1,Female,26-35,Married,2,2,2,355
1,Female,26-35,Single,3,2,2,69
1,Female,26-35,Single,3,2,2,69
,Female,36-45,Married,3,3,2,0
,Female,36-45,Married,3,3,2,0
1,Female,16-25,Single,2,1,2,98
,Male,>=56,Married,4,1,3,0
,Female,26-35,Single,2,2,2,0
1,Female,36-45,Married,3,2,3,59.9
1,Male,>=56,Married,4,1,2,139.9
1,Female,26-35,Married,1,4,2,78
1,Female,26-35,Single,3,4,3,78
,Female,26-35,Single,3,5,2,0
,Female,26-35,Single,3,2,3,89
1,Female,26-35,Single,3,2,3,59.9
,Female,26-35,Single,4,,2,0
1,Female,26-35,Married,3,2,2,79.9
1,Female,36-45,Married,3,2,2,59.9
1,Female,26-35,Married,4,2,2,199
1,Female,16-25,Unknown,,1,,298
1,Female,46-55,Single,3,,2,336
1,Female,36-45,Married,3,4,2,77
1,Female,26-35,Married,3,5,2,59.9
1,Female,36-45,Single,3,2,2,200
1,Female,>=56,Unknown,,2,,209
1,Female,26-35,Unknown,,,,78
1,Female,16-25,Married,2,,2,79
1,Female,>=56,Married,3,,3,89
,Female,36-45,Married,2,4,2,59
,Female,26-35,Married,3,1,2,0
1,Male,36-45,Married,3,3,2,100
1,Male,26-35,Single,3,2,2,149
1,Female,26-35,Married,3,4,2,156
1,Male,36-45,Married,3,2,2,198
1,Female,26-35,Married,4,4,2,79.9
1,Female,26-35,Single,3,4,1,79.9
1,Female,36-45,Married,3,2,,49
1,Female,36-45,Married,3,2,,59.9
,Female,26-35,Married,2,4,2,69
1,Female,26-35,Single,3,3,2,80
1,Male,26-35,Single,3,2,2,89
,Female,26-35,Married,4,2,2,210
,Female,26-35,Married,4,2,2,268
1,Female,36-45,Married,1,,2,198
1,Female,26-35,Married,4,1,3,79
1,Male,26-35,Married,4,2,2,129
1,Female,36-45,Single,3,3,2,79.9
1,Female,>=56,Unknown,,1,,209
1,Female,26-35,Unknown,,2,,49
1,Female,36-45,Married,2,1,2,98
,Female,26-35,Unknown,,1,,69
1,Male,26-35,Single,3,1,1,118
1,Female,26-35,Married,3,4,2,69
1,Female,26-35,Married,3,2,2,298
1,Male,36-45,Single,3,2,4,59.9
1,Female,26-35,Married,3,,2,186
1,Female,26-35,Married,3,2,2,69
1,Male,>=56,Unknown,,3,,298
,Male,16-25,Single,3,1,1,0
1,Male,16-25,Single,3,1,1,298
,Female,>=56,Unknown,,,,0
,Female,>=56,Unknown,,,,0
1,Female,>=56,Unknown,,,,158
,Male,46-55,Unknown,,2,,69
1,Female,>=56,Unknown,,2,,209
1,Female,16-25,Single,2,2,2,59
1,Female,36-45,Unknown,,,,69.9
,Female,16-25,Single,,3,3,0
1,Female,46-55,Married,3,1,3,78
1,Female,16-25,Single,3,3,3,85
1,Female,16-25,Single,3,3,3,59
1,Female,36-45,Married,3,1,2,298
,Male,16-25,Single,3,2,2,133
,Male,16-25,Single,2,3,3,0
,Male,16-25,Single,2,2,2,0
1,Male,16-25,Single,2,2,2,149
1,Male,26-35,Married,3,2,2,129
1,Male,26-35,Married,3,2,2,0
1,Female,36-45,Married,3,2,2,110
1,Female,36-45,Married,3,2,2,110
1,Female,36-45,Married,3,2,2,110
1,Female,36-45,Single,3,1,2,79.9
1,Male,16-25,Single,2,,2,336
1,Male,26-35,Single,3,2,2,298
1,Male,26-35,Single,3,5,2,299
1,Female,26-35,Married,4,2,2,59.9
1,Female,16-25,Married,3,1,3,110
1,Female,26-35,Single,3,2,2,79.9
1,Female,26-35,Married,3,2,2,65
1,Female,16-25,Married,4,,3,69.9
1,Female,26-35,Married,3,2,4,298
,Male,26-35,Married,3,3,2,0
1,Female,26-35,Married,3,2,3,298
1,Female,26-35,Married,3,2,3,178
1,Male,26-35,Married,3,2,3,108
1,Male,26-35,Married,3,2,3,98
1,Female,16-25,Single,3,3,2,69
,Female,16-25,Married,3,1,3,98
1,Female,26-35,Single,3,2,2,108
1,Female,26-35,Single,3,4,2,245
1,Male,26-35,Married,3,1,2,79
1,Male,26-35,Married,3,1,2,59
1,Male,36-45,Married,4,1,2,79.9
1,Female,16-25,Single,3,4,3,69
1,Female,16-25,Single,3,4,2,59.9
,Male,16-25,Single,3,3,3,0
1,Male,16-25,Single,3,3,3,99
1,Female,26-35,Married,3,1,3,139
1,Female,16-25,Married,2,2,3,99
1,Female,16-25,Single,3,4,2,109
1,Female,16-25,Single,3,4,2,109
1,Female,36-45,Married,3,4,2,59.9
1,Female,36-45,Married,3,4,2,79.9
1,Male,26-35,Single,3,2,2,178
1,Female,26-35,Married,2,4,3,89.9
1,Female,36-45,Married,3,3,2,59.9
1,Male,26-35,Married,3,1,2,129
,Female,36-45,Married,2,2,3,69
1,Female,26-35,Married,2,,2,59.9
1,Female,26-35,Single,1,3,3,149
,Female,46-55,Married,2,5,2,69
1,Female,36-45,Single,1,2,3,45
1,Female,26-35,Single,3,4,2,229
,Female,26-35,Married,1,2,1,0
,Female,26-35,Married,1,2,1,0
1,Female,26-35,Married,1,2,1,10
,Female,26-35,Married,1,2,1,0
,Female,26-35,Married,1,2,1,0
1,Female,26-35,Married,1,2,1,10
,Female,26-35,Married,1,2,1,0
1,Male,36-45,Single,3,2,4,299
1,Male,36-45,Married,4,3,2,69.9
,Female,>=56,Married,3,3,2,145
1,Female,36-45,Married,3,3,2,118
1,Male,26-35,Single,2,2,4,68
,Female,26-35,Married,4,1,2,70
1,Female,26-35,Married,4,1,2,170
1,Female,36-45,Married,2,4,2,82
1,Female,16-25,Unknown,,1,,105
