"Date","Model","Sales","COGS","RD"
2018-10-22,13,0,0,27270
2018-10-23,13,0,0,26717
2018-10-24,13,0,0,26798
2018-10-25,13,0,0,27409
2018-10-26,13,0,0,26390
2018-10-27,13,0,0,26007
2018-10-28,13,0,0,27062
2018-10-29,13,0,0,26657
2018-10-30,13,0,0,26082
2018-10-31,13,0,0,25720
2018-11-01,13,0,0,25463
2018-11-02,13,0,0,26328
2018-11-03,13,0,0,25817
2018-11-04,13,0,0,25666
2018-11-05,13,0,0,26467
2018-11-06,13,0,0,25534
2018-11-07,13,0,0,25848
2018-11-08,13,0,0,24683
2018-11-09,13,0,0,25399
2018-11-10,13,0,0,27530
2018-11-11,13,0,0,26217
2018-11-12,13,0,0,25728
2018-11-13,13,0,0,24838
2018-11-14,13,0,0,24920
2018-11-15,13,0,0,24516
2018-11-16,13,0,0,24724
2018-11-17,13,0,0,24384
2018-11-18,13,0,0,25436
2018-11-19,13,0,0,25645
2018-11-20,13,0,0,25325
2018-11-21,13,0,0,25196
2018-11-22,13,0,0,24286
2018-11-23,13,0,0,24937
2018-11-24,13,0,0,23837
2018-11-25,13,0,0,24467
2018-11-26,13,0,0,23980
2018-11-27,13,0,0,24483
2018-11-28,13,0,0,22794
2018-11-29,13,0,0,24984
2018-11-30,13,0,0,23273
2018-12-01,13,0,0,25400
2018-12-02,13,0,0,24554
2018-12-03,13,0,0,24361
2018-12-04,13,0,0,24295
2018-12-05,13,0,0,24904
2018-12-06,13,0,0,23742
2018-12-07,13,0,0,23382
2018-12-08,13,0,0,23632
2018-12-09,13,0,0,23882
2018-12-10,13,0,0,23711
2018-12-11,13,0,0,24213
2018-12-12,13,0,0,24021
2018-12-13,13,0,0,24271
2018-12-14,13,0,0,23890
2018-12-15,13,0,0,22624
2018-12-16,13,0,0,23526
2018-12-17,13,0,0,23461
2018-12-18,13,0,0,22617
2018-12-19,13,0,0,23813
2018-12-20,13,0,0,21917
2018-12-21,13,0,0,23576
2018-12-22,13,0,0,23406
2018-12-23,13,0,0,22499
2018-12-24,13,0,0,22601
2018-12-25,13,0,0,22157
2018-12-26,13,0,0,22239
2018-12-27,13,0,0,22068
2018-12-28,13,0,0,23663
2018-12-29,13,0,0,24165
2018-12-30,13,0,0,22817
2018-12-31,13,0,0,22395
2019-01-01,13,0,0,22245
2019-01-02,13,0,0,21381
2019-01-03,13,0,0,23395
2019-01-04,13,0,0,20894
2019-01-05,13,0,0,22781
2019-01-06,13,0,0,24101
2019-01-07,13,0,0,22713
2019-01-08,13,0,0,22627
2019-01-09,13,0,0,22246
2019-01-10,13,0,0,22831
2019-01-11,13,0,0,21402
2019-01-12,13,0,0,22134
2019-01-13,13,0,0,22446
2019-01-14,13,0,0,22444
2019-01-15,13,0,0,21287
2019-01-16,13,0,0,22061
2019-01-17,13,0,0,22080
2019-01-18,13,0,0,21427
2019-01-19,13,0,0,20502
2019-01-20,13,0,0,21045
2019-01-21,13,0,0,20644
2019-01-22,13,0,0,21480
2019-01-23,13,0,0,20870
2019-01-24,13,0,0,22020
2019-01-25,13,0,0,20761
2019-01-26,13,0,0,21261
2019-01-27,13,0,0,19583
2019-01-28,13,0,0,20649
2019-01-29,13,0,0,21359
2019-01-30,13,0,0,20351
2019-01-31,13,0,0,21019
2019-02-01,13,0,0,20117
2019-02-02,13,0,0,20952
2019-02-03,13,0,0,19986
2019-02-04,13,0,0,19649
2019-02-05,13,0,0,19124
2019-02-06,13,0,0,20942
2019-02-07,13,0,0,20354
2019-02-08,13,0,0,20498
2019-02-09,13,0,0,19387
2019-02-10,13,0,0,20703
2019-02-11,13,0,0,20408
2019-02-12,13,0,0,19715
2019-02-13,13,0,0,20340
2019-02-14,13,0,0,20359
2019-02-15,13,0,0,20190
2019-02-16,13,0,0,20229
2019-02-17,13,0,0,19161
2019-02-18,13,0,0,19953
2019-02-19,13,0,0,20013
2019-02-20,13,0,0,19823
2019-02-21,13,0,0,20009
2019-02-22,13,0,0,20612
2019-02-23,13,0,0,19065
2019-02-24,13,0,0,19710
2019-02-25,13,0,0,19791
2019-02-26,13,0,0,20185
2019-02-27,13,0,0,19912
2019-02-28,13,0,0,20139
2019-03-01,13,0,0,19740
2019-03-02,13,0,0,17965
2019-03-03,13,0,0,19027
2019-03-04,13,0,0,19463
2019-03-05,13,0,0,18146
2019-03-06,13,0,0,19208
2019-03-07,13,0,0,18705
2019-03-08,13,0,0,19266
2019-03-09,13,0,0,18576
2019-03-10,13,0,0,19491
2019-03-11,13,0,0,19447
2019-03-12,13,0,0,19924
2019-03-13,13,0,0,19797
2019-03-14,13,0,0,17649
2019-03-15,13,0,0,17522
2019-03-16,13,0,0,18353
2019-03-17,13,0,0,18768
2019-03-18,13,0,0,18807
2019-03-19,13,0,0,19138
2019-03-20,13,0,0,18532
2019-03-21,13,0,0,18363
2019-03-22,13,0,0,17404
2019-03-23,13,0,0,17818
2019-03-24,13,0,0,18607
2019-03-25,13,0,0,17689
2019-03-26,13,0,0,17396
2019-03-27,13,0,0,17664
2019-03-28,13,0,0,18079
2019-03-29,13,0,0,17598
2019-03-30,13,0,0,17014
2019-03-31,13,0,0,17948
2019-04-01,13,0,0,18341
2019-04-02,13,0,0,17819
2019-04-03,13,0,0,17567
2019-04-04,13,0,0,17399
2019-04-05,13,0,0,17127
2019-04-06,13,0,0,18081
2019-04-07,13,0,0,18037
2019-04-08,13,0,0,18721
2019-04-09,13,0,0,17992
2019-04-10,13,0,0,17886
2019-04-11,13,0,0,17946
2019-04-12,13,0,0,17279
2019-04-13,13,0,0,17091
2019-04-14,13,0,0,17795
2019-04-15,13,0,0,18042
2019-04-16,13,0,0,17147
2019-04-17,13,0,0,17374
2019-04-18,13,0,0,17662
2019-04-19,13,0,0,16560
2019-04-20,13,0,0,17181
2019-04-21,13,0,0,17117
2019-04-22,13,0,0,16638
2019-04-23,13,0,0,15764
2019-04-24,13,0,0,15638
2019-04-25,13,0,0,18250
2019-04-26,13,0,0,17003
2019-04-27,13,0,0,16131
2019-04-28,13,0,0,16336
2019-04-29,13,0,0,17039
2019-04-30,13,0,0,16063
2019-05-01,13,0,0,16745
2019-05-02,13,0,0,15769
2019-05-03,13,0,0,15270
2019-05-04,13,0,0,16387
2019-05-05,13,0,0,16468
2019-05-06,13,0,0,15679
2019-05-07,13,0,0,16754
2019-05-08,13,0,0,16545
2019-05-09,13,0,0,16191
2019-05-10,13,0,0,16231
2019-05-11,13,0,0,16830
2019-05-12,13,0,0,16227
2019-05-13,13,0,0,16081
2019-05-14,13,0,0,15582
2019-05-15,13,0,0,15767
2019-05-16,13,0,0,15061
2019-05-17,13,0,0,17087
2019-05-18,13,0,0,15472
2019-05-19,13,0,0,15697
2019-05-20,13,0,0,15220
2019-05-21,13,0,0,15611
2019-05-22,13,0,0,15051
2019-05-23,13,0,0,14905
2019-05-24,13,0,0,15647
2019-05-25,13,0,0,15253
2019-05-26,13,0,0,15210
2019-05-27,13,0,0,15497
2019-05-28,13,0,0,14834
2019-05-29,13,0,0,15659
2019-05-30,13,0,0,16174
2019-05-31,13,0,0,15387
2019-06-01,13,0,0,15055
2019-06-02,13,0,0,15404
2019-06-03,13,0,0,14329
2019-06-04,13,0,0,15401
2019-06-05,13,0,0,15275
2019-06-06,13,0,0,15273
2019-06-07,13,0,0,13662
2019-06-08,13,0,0,15992
2019-06-09,13,0,0,14422
2019-06-10,13,0,0,14585
2019-06-11,13,0,0,14708
2019-06-12,13,0,0,15387
2019-06-13,13,0,0,15426
2019-06-14,13,0,0,14744
2019-06-15,13,0,0,14825
2019-06-16,13,0,0,13875
2019-06-17,13,0,0,15275
2019-06-18,13,0,0,14366
2019-06-19,13,0,0,14344
2019-06-20,13,0,0,14672
2019-06-21,13,0,0,14629
2019-06-22,13,0,0,15204
2019-06-23,13,0,0,14317
2019-06-24,13,0,0,15098
2019-06-25,13,0,0,13963
2019-06-26,13,0,0,13694
2019-06-27,13,0,0,14763
2019-06-28,13,0,0,13073
2019-06-29,13,0,0,13113
2019-06-30,13,0,0,13523
2019-07-01,13,0,0,12390
2019-07-02,13,0,0,14405
2019-07-03,13,0,0,12922
2019-07-04,13,0,0,13661
2019-07-05,13,0,0,14174
2019-07-06,13,0,0,13905
2019-07-07,13,0,0,14561
2019-07-08,13,0,0,14745
2019-07-09,13,0,0,13530
2019-07-10,13,0,0,13898
2019-07-11,13,0,0,13609
2019-07-12,13,0,0,11860
2019-07-13,13,0,0,13297
2019-07-14,13,0,0,13522
2019-07-15,13,0,0,13274
2019-07-16,13,0,0,14361
2019-07-17,13,0,0,13969
2019-07-18,13,0,0,13290
2019-07-19,13,0,0,13514
2019-07-20,13,0,0,13451
2019-07-21,13,0,0,13367
2019-07-22,13,0,0,13530
2019-07-23,13,0,0,12666
2019-07-24,13,0,0,13137
2019-07-25,13,0,0,12889
2019-07-26,13,0,0,12498
2019-07-27,13,0,0,12886
2019-07-28,13,0,0,13008
2019-07-29,13,0,0,12801
2019-07-30,13,0,0,11713
2019-07-31,13,0,0,13147
2019-08-01,13,0,0,13474
2019-08-02,13,0,0,12262
2019-08-03,13,0,0,12897
2019-08-04,13,0,0,12157
2019-08-05,13,0,0,12279
2019-08-06,13,0,0,12954
2019-08-07,13,0,0,12317
2019-08-08,13,0,0,11844
2019-08-09,13,0,0,12929
2019-08-10,13,0,0,13542
2019-08-11,13,0,0,12577
2019-08-12,13,0,0,12822
2019-08-13,13,0,0,11858
2019-08-14,13,0,0,12635
2019-08-15,13,0,0,12019
2019-08-16,13,0,0,11936
2019-08-17,13,0,0,11996
2019-08-18,13,0,0,11871
2019-08-19,13,0,0,12157
2019-08-20,13,0,0,13322
2019-08-21,13,0,0,11888
2019-08-22,13,0,0,13032
2019-08-23,13,0,0,11578
2019-08-24,13,0,0,12170
2019-08-25,13,0,0,11514
2019-08-26,13,0,0,11227
2019-08-27,13,0,0,11532
2019-08-28,13,0,0,12267
2019-08-29,13,0,0,12020
2019-08-30,13,0,0,12938
2019-08-31,13,0,0,12181
2019-09-01,13,0,0,11771
2019-09-02,13,0,0,10809
2019-09-03,13,0,0,12279
2019-09-04,13,0,0,11378
2019-09-05,13,0,0,10928
2019-09-06,13,0,0,12029
2019-09-07,13,0,0,11456
2019-09-08,13,0,0,10271
2019-09-09,13,0,0,11637
2019-09-10,13,0,0,11411
2019-09-11,13,0,0,10655
2019-09-12,13,0,0,11348
2019-09-13,13,0,0,11530
2019-09-14,13,0,0,10937
2019-09-15,13,0,0,11466
2019-09-16,13,0,0,12097
2019-09-17,13,0,0,11239
2019-09-18,13,0,0,10871
2019-09-19,13,0,0,11542
2019-09-20,13,0,0,11256
2019-09-21,13,0,0,10745
2019-09-22,13,0,0,10968
2019-09-23,13,0,0,10987
2019-09-24,13,0,0,11026
2019-09-25,13,0,0,10882
2019-09-26,13,0,0,11615
2019-09-27,13,0,0,11124
2019-09-28,13,0,0,11673
2019-09-29,13,0,0,10918
2019-09-30,13,0,0,11793
2019-10-01,13,0,0,10814
2019-10-02,13,0,0,10792
2019-10-03,13,0,0,11117
2019-10-04,13,0,0,9894
2019-10-05,13,0,0,10707
2019-10-06,13,0,0,10278
2019-10-07,13,0,0,10155
2019-10-08,13,0,0,10662
2019-10-09,13,0,0,10763
2019-10-10,13,0,0,10497
2019-10-11,13,0,0,9784
2019-10-12,13,0,0,10108
2019-10-13,13,0,0,9965
2019-10-14,13,0,0,9354
2019-10-15,13,0,0,10654
2019-10-16,13,0,0,10083
2019-10-17,13,0,0,10387
2019-10-18,13,0,0,9898
2019-10-19,13,0,0,10121
2019-10-20,13,0,0,10262
2019-10-21,13,0,0,10362
2019-10-22,13,0,0,10483
2019-10-23,13,0,0,9791
2019-10-24,13,0,0,9810
2019-10-25,13,0,0,10053
2019-10-26,13,0,0,10437
2019-10-27,13,0,0,9766
2019-10-28,13,0,0,10029
2019-10-29,13,0,0,10210
2019-10-30,13,0,0,9681
2019-10-31,13,0,0,9193
2019-11-01,13,0,0,10126
2019-11-02,13,0,0,10104
2019-11-03,13,0,0,9941
2019-11-04,13,0,0,9696
2019-11-05,13,0,0,9452
2019-11-06,13,0,0,9836
2019-11-07,13,0,0,9449
2019-11-08,13,0,0,9732
2019-11-09,13,0,0,9670
2019-11-10,13,0,0,9527
2019-11-11,13,0,0,9404
2019-11-12,13,0,0,9566
2019-11-13,13,0,0,9686
2019-11-14,13,0,0,9928
2019-11-15,13,0,0,9745
2019-11-16,13,0,0,8872
2019-11-17,13,0,0,9560
2019-11-18,13,0,0,9923
2019-11-19,13,0,0,9153
2019-11-20,13,0,0,10245
2019-11-21,13,0,0,9535
2019-11-22,13,0,0,9392
2019-11-23,13,0,0,8825
2019-11-24,13,0,0,8540
2019-11-25,13,0,0,9308
2019-11-26,13,0,0,9105
2019-11-27,13,0,0,9144
2019-11-28,13,0,0,9386
2019-11-29,13,0,0,9162
2019-11-30,13,0,0,8514
2019-12-01,13,0,0,8796
2019-12-02,13,0,0,9442
2019-12-03,13,0,0,9360
2019-12-04,13,0,0,8672
2019-12-05,13,0,0,8570
2019-12-06,13,0,0,8367
2019-12-07,13,0,0,8669
2019-12-08,13,0,0,8688
2019-12-09,13,0,0,8222
2019-12-10,13,0,0,7918
2019-12-11,13,0,0,8503
2019-12-12,13,0,0,8866
2019-12-13,13,0,0,8400
2019-12-14,13,0,0,9086
2019-12-15,13,0,0,9327
2019-12-16,13,0,0,8518
2019-12-17,13,0,0,7468
2019-12-18,13,0,0,8638
2019-12-19,13,0,0,8112
2019-12-20,13,0,0,7728
2019-12-21,13,0,0,8150
2019-12-22,13,0,0,8331
2019-12-23,13,0,0,8572
2019-12-24,13,0,0,7663
2019-12-25,13,0,0,8873
2019-12-26,13,0,0,8428
2019-12-27,13,0,0,8669
2019-12-28,13,0,0,7902
2019-12-29,13,0,0,8909
2019-12-30,13,0,0,7537
2019-12-31,13,0,0,7899
2020-01-01,13,0,0,8845
2020-01-02,13,0,0,8340
2020-01-03,13,0,0,8138
2020-01-04,13,0,0,7734
2020-01-05,13,0,0,7975
2020-01-06,13,0,0,8619
2020-01-07,13,0,0,8537
2020-01-08,13,0,0,8355
2020-01-09,13,0,0,7569
2020-01-10,13,0,0,8212
2020-01-11,13,0,0,8533
2020-01-12,13,0,0,8009
2020-01-13,13,0,0,7947
2020-01-14,13,0,0,7705
2020-01-15,13,0,0,7986
2020-01-16,13,0,0,7784
2020-01-17,13,0,0,8044
2020-01-18,13,0,0,8104
2020-01-19,13,0,0,7399
2020-01-20,13,0,0,7760
2020-01-21,13,0,0,7538
2020-01-22,13,0,0,7919
2020-01-23,13,0,0,7617
2020-01-24,13,0,0,7797
2020-01-25,13,0,0,7816
2020-01-26,13,0,0,7855
2020-01-27,13,0,0,6769
2020-01-28,13,0,0,7954
2020-01-29,13,0,0,7672
2020-01-30,13,0,0,8112
2020-01-31,13,0,0,7188
2020-02-01,13,0,0,6886
2020-02-02,13,0,0,7347
2020-02-03,13,0,0,7948
2020-02-04,13,0,0,7285
2020-02-05,13,0,0,6662
2020-02-06,13,0,0,7945
2020-02-07,13,0,0,6761
2020-02-08,13,0,0,6800
2020-02-09,13,0,0,7822
2020-02-10,13,0,0,7159
2020-02-11,13,0,0,7921
2020-02-12,13,0,0,7098
2020-02-13,13,0,0,7237
2020-02-14,13,0,0,7016
2020-02-15,13,0,0,6273
2020-02-16,13,0,0,7275
2020-02-17,13,0,0,7474
2020-02-18,13,0,0,7453
2020-02-19,13,0,0,6731
2020-02-20,13,0,0,7351
2020-02-21,13,0,0,6770
2020-02-22,13,0,0,6889
2020-02-23,13,0,0,7189
2020-02-24,13,0,0,6427
2020-02-25,13,0,0,7207
2020-02-26,13,0,0,6445
2020-02-27,13,0,0,6825
2020-02-28,13,0,0,7184
2020-02-29,13,0,0,7484
2020-03-01,13,0,0,6382
2020-03-02,13,0,0,7162
2020-03-03,13,0,0,6661
2020-03-04,13,0,0,6400
2020-03-05,13,0,0,6619
2020-03-06,13,0,0,6699
2020-03-07,13,0,0,6118
2020-03-08,13,0,0,7137
2020-03-09,13,0,0,6496
2020-03-10,13,0,0,6595
2020-03-11,13,0,0,6435
2020-03-12,13,0,0,6434
2020-03-13,13,0,0,6633
2020-03-14,13,0,0,6852
2020-03-15,13,0,0,6272
2020-03-16,13,0,0,6171
2020-03-17,13,0,0,6570
2020-03-18,13,0,0,6889
2020-03-19,13,0,0,6309
2020-03-20,13,0,0,6727
2020-03-21,13,0,0,6507
2020-03-22,13,0,0,6167
2020-03-23,13,0,0,6346
2020-03-24,13,0,0,6944
2020-03-25,13,0,0,6444
2020-03-26,13,0,0,6603
2020-03-27,13,0,0,6203
2020-03-28,13,0,0,5983
2020-03-29,13,0,0,6262
2020-03-30,13,0,0,5822
2020-03-31,13,0,0,6918
2020-04-01,13,0,0,6618
2020-04-02,13,0,0,6179
2020-04-03,13,0,0,6577
2020-04-04,13,0,0,5938
2020-04-05,13,0,0,6217
2020-04-06,13,0,0,6256
2020-04-07,13,0,0,6693
2020-04-08,13,0,0,6195
2020-04-09,13,0,0,5795
2020-04-10,13,0,0,5755
2020-04-11,13,0,0,6332
2020-04-12,13,0,0,5833
2020-04-13,13,0,0,5833
2020-04-14,13,0,0,5991
2020-04-15,13,0,0,5891
2020-04-16,13,0,0,5671
2020-04-17,13,0,0,5372
2020-04-18,13,0,0,5570
2020-04-19,13,0,0,5610
2020-04-20,13,0,0,5867
2020-04-21,13,0,0,6125
2020-04-22,13,0,0,6005
2020-04-23,13,0,0,5826
2020-04-24,13,0,0,6103
2020-04-25,13,0,0,6540
2020-04-26,13,0,0,6241
2020-04-27,13,0,0,6260
2020-04-28,13,0,0,5961
2020-04-29,13,0,0,6000
2020-04-30,13,0,0,5781
2020-05-01,13,0,0,5860
2020-05-02,13,0,0,5958
2020-05-03,13,0,0,5680
2020-05-04,13,0,0,6116
2020-05-05,13,0,0,5539
2020-05-06,13,0,0,5340
2020-05-07,13,0,0,5756
2020-05-08,13,0,0,5974
2020-05-09,13,0,0,5477
2020-05-10,13,0,0,5417
2020-05-11,13,0,0,5397
2020-05-12,13,0,0,5733
2020-05-13,13,0,0,5594
2020-05-14,13,0,0,5474
2020-05-15,13,0,0,5870
2020-05-16,13,0,0,5711
2020-05-17,13,0,0,5095
2020-05-18,13,0,0,5333
2020-05-19,13,0,0,5292
2020-05-20,13,0,0,5569
2020-05-21,13,0,0,5291
2020-05-22,13,0,0,4716
2020-05-23,13,0,0,5032
2020-05-24,13,0,0,5329
2020-05-25,13,0,0,5724
2020-05-26,13,0,0,5823
2020-05-27,13,0,0,5169
2020-05-28,13,0,0,5188
2020-05-29,13,0,0,5801
2020-05-30,13,0,0,5840
2020-05-31,13,0,0,5245
2020-06-01,13,0,0,4968
2020-06-02,13,0,0,5541
2020-06-03,13,0,0,5342
2020-06-04,13,0,0,5243
2020-06-05,13,0,0,5757
2020-06-06,13,0,0,5103
2020-06-07,13,0,0,4786
2020-06-08,13,0,0,5398
2020-06-09,13,0,0,5002
2020-06-10,13,0,0,5595
2020-06-11,13,0,0,4942
2020-06-12,13,0,0,5198
2020-06-13,13,0,0,5138
2020-06-14,13,0,0,4999
2020-06-15,13,0,0,5631
2020-06-16,13,0,0,5433
2020-06-17,13,0,0,5235
2020-06-18,13,0,0,5195
2020-06-19,13,0,0,4898
2020-06-20,13,0,0,4719
2020-06-21,13,0,0,4857
2020-06-22,13,0,0,4935
2020-06-23,13,0,0,4441
2020-06-24,13,0,0,4599
2020-06-25,13,0,0,4934
2020-06-26,13,0,0,4144
2020-06-27,13,0,0,5051
2020-06-28,13,0,0,4991
2020-06-29,13,0,0,4596
2020-06-30,13,0,0,4438
2020-07-01,13,0,0,4733
2020-07-02,13,0,0,4653
2020-07-03,13,0,0,5363
2020-07-04,13,0,0,5126
2020-07-05,13,0,0,4790
2020-07-06,13,0,0,4770
2020-07-07,13,0,0,4730
2020-07-08,13,0,0,4749
2020-07-09,13,0,0,5024
2020-07-10,13,0,0,4846
2020-07-11,13,0,0,4885
2020-07-12,13,0,0,4293
2020-07-13,13,0,0,4450
2020-07-14,13,0,0,4647
2020-07-15,13,0,0,4430
2020-07-16,13,0,0,4626
2020-07-17,13,0,0,4291
2020-07-18,13,0,0,4526
2020-07-19,13,0,0,4585
2020-07-20,13,0,0,4565
2020-07-21,13,0,0,4682
2020-07-22,13,0,0,4052
2020-07-23,13,0,0,4268
2020-07-24,13,0,0,4543
2020-07-25,13,0,0,4090
2020-07-26,13,0,0,4326
2020-07-27,13,0,0,4423
2020-07-28,13,0,0,4207
2020-07-29,13,0,0,4560
2020-07-30,13,0,0,3989
2020-07-31,13,0,0,4009
2020-08-01,13,0,0,4912
2020-08-02,13,0,0,4558
2020-08-03,13,0,0,4007
2020-08-04,13,0,0,4458
2020-08-05,13,0,0,4379
2020-08-06,13,0,0,4595
2020-08-07,13,0,0,4064
2020-08-08,13,0,0,4378
2020-08-09,13,0,0,3749
2020-08-10,13,0,0,4220
2020-08-11,13,0,0,4062
2020-08-12,13,0,0,4022
2020-08-13,13,0,0,4257
2020-08-14,13,0,0,4335
2020-08-15,13,0,0,3844
2020-08-16,13,0,0,3609
2020-08-17,13,0,0,3824
2020-08-18,13,0,0,4431
2020-08-19,13,0,0,4313
2020-08-20,13,0,0,3607
2020-08-21,13,0,0,4116
2020-08-22,13,0,0,4253
2020-08-23,13,0,0,3547
2020-08-24,13,0,0,4115
2020-08-25,13,0,0,3781
2020-08-26,13,0,0,4153
2020-08-27,13,0,0,3937
2020-08-28,13,0,0,4661
2020-08-29,13,0,0,3760
2020-08-30,13,0,0,3955
2020-08-31,13,0,0,3700
2020-09-01,13,0,0,3621
2020-09-02,13,0,0,3973
2020-09-03,13,0,0,4149
2020-09-04,13,0,0,4168
2020-09-05,13,0,0,3756
2020-09-06,13,0,0,3443
2020-09-07,13,0,0,3853
2020-09-08,13,0,0,3990
2020-09-09,13,0,0,3461
2020-09-10,13,0,0,3852
2020-09-11,13,0,0,3578
2020-09-12,13,0,0,3812
2020-09-13,13,0,0,4027
2020-09-14,13,0,0,4065
2020-09-15,13,0,0,3752
2020-09-16,13,0,0,3986
2020-09-17,13,0,0,3927
2020-09-18,13,0,0,3438
2020-09-19,13,0,0,3477
2020-09-20,13,0,0,3300
2020-09-21,13,0,0,3593
2020-09-22,13,0,0,3749
2020-09-23,13,0,0,3631
2020-09-24,13,0,0,3885
2020-09-25,13,0,0,3982
2020-09-26,13,0,0,3376
2020-09-27,13,0,0,3942
2020-09-28,13,0,0,3766
2020-09-29,13,0,0,3570
2020-09-30,13,0,0,4057
2020-10-01,13,0,0,3706
2020-10-02,13,0,0,3569
2020-10-03,13,0,0,3217
2020-10-04,13,0,0,3763
2020-10-05,13,0,0,3684
2020-10-06,13,0,0,3684
2020-10-07,13,0,0,3411
2020-10-08,13,0,0,3332
2020-10-09,13,0,0,3722
2020-10-10,13,0,0,3604
2020-10-11,13,0,0,3039
2020-10-12,13,0,0,3662
2020-10-13,13,0,0,3038
2020-10-14,13,0,0,3661
2020-10-15,13,0,0,3135
2020-10-16,13,0,0,3212
2020-10-17,13,0,0,3231
2020-10-18,13,0,0,3250
2020-10-19,13,0,0,3659
2020-10-20,13,0,0,3542
2020-10-21,13,0,0,3191
2020-10-22,13,0,0,3638
2020-10-23,13,0,0,3424
2020-10-24,13,0,0,3598
2020-10-25,13,0,0,3442
2020-10-26,13,0,0,3111
2020-10-27,13,0,0,3558
2020-10-28,13,0,0,3227
2020-10-29,13,0,0,3577
2020-10-30,13,0,0,3265
2020-10-31,13,0,0,3148
2020-11-01,13,0,0,3517
2020-11-02,13,0,0,3497
2020-11-03,13,0,0,3477
2020-11-04,13,0,0,3477
2020-11-05,13,0,0,3321
2020-11-06,13,0,0,2816
2020-11-07,13,0,0,2912
2020-11-08,13,0,0,3262
2020-11-09,13,0,0,2834
2020-11-10,13,0,0,3028
2020-11-11,13,0,0,3047
2020-11-12,13,0,0,2930
2020-11-13,13,0,0,2910
2020-11-14,13,0,0,3453
2020-11-15,13,0,0,3259
2020-11-16,13,0,0,3161
2020-11-17,13,0,0,3665
2020-11-18,13,0,0,3161
2020-11-19,13,0,0,3025
2020-11-20,13,0,0,3199
2020-11-21,13,0,0,2927
2020-11-22,13,0,0,2907
2020-11-23,13,0,0,2946
2020-11-24,13,0,0,3468
2020-11-25,13,0,0,2460
2020-11-26,13,0,0,2576
2020-11-27,13,0,0,2983
2020-11-28,13,0,0,2556
2020-11-29,13,0,0,2982
2020-11-30,13,0,0,2885
2020-12-01,13,0,0,2846
2020-12-02,13,0,0,2962
2020-12-03,13,0,0,3039
2020-12-04,13,0,0,3000
2020-12-05,13,0,0,2845
2020-12-06,13,0,0,2825
2020-12-07,13,0,0,2921
2020-12-08,13,0,0,3308
2020-12-09,13,0,0,2921
2020-12-10,13,0,0,2785
2020-12-11,13,0,0,2688
2020-12-12,13,0,0,3132
2020-12-13,13,0,0,2668
2020-12-14,13,0,0,2764
2020-12-15,13,0,0,2764
2020-12-16,13,0,0,2995
2020-12-17,13,0,0,2763
2020-12-18,13,0,0,2589
2020-12-19,13,0,0,3091
2020-12-20,13,0,0,2221
2020-12-21,13,0,0,2704
2020-12-22,13,0,0,2491
2020-12-23,13,0,0,2684
2020-12-24,13,0,0,3089
2020-12-25,13,0,0,2529
2020-12-26,13,0,0,2876
2020-12-27,13,0,0,2798
2020-12-28,13,0,0,2933
2020-12-29,13,0,0,2740
2020-12-30,13,0,0,2122
2020-12-31,13,0,0,2739
2021-01-01,13,0,0,2527
2021-01-02,13,0,0,2584
2021-01-03,13,0,0,2642
2021-01-04,13,0,0,2545
2021-01-05,13,0,0,2506
2021-01-06,13,0,0,2506
2021-01-07,13,0,0,2910
2021-01-08,13,0,0,2390
2021-01-09,13,0,0,2794
2021-01-10,13,0,0,2389
2021-01-11,13,0,0,2755
2021-01-12,13,0,0,2754
2021-01-13,13,0,0,2542
2021-01-14,13,0,0,2657
2021-01-15,13,0,0,2619
2021-01-16,13,0,0,2599
2021-01-17,13,0,0,2464
2021-01-18,13,0,0,2329
2021-01-19,13,0,0,2444
2021-01-20,13,0,0,2617
2021-01-21,13,0,0,2270
2021-01-22,13,0,0,2366
2021-01-23,13,0,0,2443
2021-01-24,13,0,0,2481
2021-01-25,13,0,0,2327
2021-01-26,13,0,0,2500
2021-01-27,13,0,0,2749
2021-01-28,13,0,0,2480
2021-01-29,13,0,0,2345
2021-01-30,13,0,0,2691
2021-01-31,13,0,0,2652
2021-02-01,13,0,0,2748
2021-02-02,13,0,0,2286
2021-02-03,13,0,0,2286
2021-02-04,13,0,0,2382
2021-02-05,13,0,0,2612
2021-02-06,13,0,0,2208
2021-02-07,13,0,0,2650
2021-02-08,13,0,0,2419
2021-02-09,13,0,0,2572
2021-02-10,13,0,0,2418
2021-02-11,13,0,0,2668
2021-02-12,13,0,0,2744
2021-02-13,13,0,0,2571
2021-02-14,13,0,0,2148
2021-02-15,13,0,0,2417
2021-02-16,13,0,0,2685
2021-02-17,13,0,0,2627
2021-02-18,13,0,0,2320
2021-02-19,13,0,0,2301
2021-02-20,13,0,0,2185
2021-02-21,13,0,0,1993
2021-02-22,13,0,0,2434
2021-02-23,13,0,0,2261
2021-02-24,13,0,0,2261
2021-02-25,13,0,0,2452
2021-02-26,13,0,0,2241
2021-02-27,13,0,0,2107
2021-02-28,13,0,0,2164
2021-03-01,13,0,0,2585
2021-03-02,13,0,0,2623
2021-03-03,13,0,0,2182
2021-03-04,13,0,0,2316
2021-03-05,13,0,0,2239
2021-03-06,13,0,0,2048
2021-03-07,13,0,0,2411
2021-03-08,13,0,0,2411
2021-03-09,13,0,0,2315
2021-03-10,13,0,0,2027
2021-03-11,13,0,0,2008
2021-03-12,13,0,0,2390
